,gender,age,sign
3758757,male,14,Scorpio
1894323,male,16,Capricorn
2960109,female,23,Pisces
3708234,female,25,Virgo
3974302,male,15,Scorpio
3578483,female,23,Leo
3087742,male,15,Capricorn
3765111,female,26,Taurus
3885490,female,24,Aries
4218903,female,17,Scorpio
3973130,male,26,Capricorn
4184553,female,23,Cancer
3801369,male,35,Aquarius
2945207,male,24,Libra
3715037,female,26,Leo
3718822,female,15,Virgo
4224651,male,25,Gemini
3294669,male,14,Leo
4296079,male,16,Cancer
3974762,female,34,Taurus
4329583,male,23,Pisces
3307490,male,14,Capricorn
4016738,male,41,Cancer
1032824,female,15,Libra
3750192,female,16,Pisces
1365875,female,27,Gemini
4176448,male,39,Virgo
3430558,female,14,Libra
3956035,female,48,Sagittarius
3489244,female,45,Gemini
3536540,female,26,Virgo
4263866,male,26,Gemini
4277438,male,25,Capricorn
3399912,male,43,Aries
3932065,female,39,Leo
3986168,female,13,Libra
3588054,male,34,Leo
3057300,female,27,Pisces
3337653,female,37,Taurus
4329651,female,33,Gemini
3549629,female,14,Leo
4078295,female,16,Capricorn
3673520,female,25,Taurus
3381752,female,47,Virgo
3474308,male,16,Cancer
2278942,male,26,Virgo
3320507,female,25,Aquarius
2857628,female,27,Pisces
3093675,female,14,Sagittarius
3936446,male,17,Gemini
3537787,female,16,Virgo
3380663,male,27,Sagittarius
3572329,male,17,Cancer
3227595,female,13,Scorpio
3827017,male,17,Scorpio
3372328,male,26,Cancer
3915107,male,33,Cancer
3806796,male,27,Pisces
3854961,male,25,Virgo
3771234,male,23,Sagittarius
1156278,male,37,Taurus
3931711,female,24,Pisces
4219493,male,16,Scorpio
3570039,male,25,Leo
3842628,male,23,Sagittarius
3513540,female,23,Pisces
2886685,male,17,Virgo
4041581,female,26,Cancer
3401773,male,27,Cancer
3886840,female,15,Taurus
4106072,female,15,Cancer
3337772,male,23,Gemini
3722003,female,24,Pisces
3558050,female,25,Sagittarius
3785478,female,26,Cancer
3075060,male,24,Aquarius
3098382,female,16,Virgo
4186116,female,24,Gemini
4112561,female,15,Taurus
3972219,female,34,Aries
4064489,male,26,Scorpio
4059083,male,41,Aries
1792603,female,25,Leo
4143984,female,13,Aries
3926066,female,15,Capricorn
865721,female,24,Virgo
3784248,female,24,Taurus
208684,female,23,Capricorn
3693153,female,17,Cancer
3681020,male,35,Scorpio
3791581,male,15,Virgo
4067717,female,17,Taurus
4196957,female,25,Scorpio
4039579,female,25,Scorpio
4255633,female,24,Pisces
1477098,female,17,Sagittarius
4184856,male,14,Capricorn
4241730,male,16,Gemini
2635791,female,23,Leo
4060980,male,16,Libra
3726884,female,17,Gemini
3681110,female,25,Libra
4149951,male,14,Capricorn
3040702,female,43,Gemini
539545,female,17,Aries
3977061,male,24,Pisces
3355182,male,14,Sagittarius
3425439,male,17,Cancer
3596955,female,17,Pisces
4158061,male,27,Capricorn
3373849,male,33,Aries
3126253,female,15,Virgo
4134933,female,35,Scorpio
3637035,female,24,Aquarius
3571504,female,24,Leo
4170138,female,14,Aries
3333905,male,46,Cancer
3593930,male,13,Scorpio
3736070,male,16,Capricorn
4116584,male,16,Cancer
3908809,female,17,Gemini
4204087,female,23,Gemini
2816184,male,35,Gemini
3815954,female,14,Taurus
3745217,female,34,Aries
3742378,male,25,Capricorn
3474855,female,25,Leo
3457768,male,25,Gemini
1269873,male,39,Aquarius
2839488,female,24,Scorpio
3141246,male,23,Virgo
3921560,male,25,Leo
3153425,female,14,Libra
3453950,male,16,Aquarius
3445356,female,23,Aries
3961392,female,14,Gemini
3947612,male,24,Libra
3948681,male,27,Leo
3634853,male,44,Virgo
2009763,male,23,Aquarius
4293521,female,43,Aquarius
3602228,female,24,Leo
3744671,male,15,Libra
3400807,female,23,Gemini
1967338,male,16,Pisces
2995467,female,25,Taurus
3987991,male,17,Taurus
4055422,male,17,Aries
3532065,female,14,Cancer
4133534,male,27,Aries
3448501,male,13,Gemini
4140976,male,15,Taurus
3239170,male,25,Cancer
3976647,female,24,Cancer
4035530,male,25,Capricorn
3789484,male,34,Virgo
4053824,female,26,Virgo
4285973,male,15,Leo
3471842,female,25,Taurus
3603867,male,23,Cancer
3820242,female,17,Cancer
4293896,female,26,Taurus
3689532,female,27,Scorpio
1464036,male,24,Cancer
4331863,male,24,Libra
3691053,male,14,Aquarius
841857,female,17,Virgo
4129192,female,24,Leo
3418125,male,14,Cancer
4117468,male,25,Libra
4188724,female,25,Pisces
3881234,male,15,Cancer
4019399,female,16,Gemini
4046834,female,23,Gemini
1983343,male,38,Pisces
3562809,female,27,Cancer
3479275,female,24,Gemini
3544223,male,17,Aries
3348208,male,27,Gemini
3501844,male,25,Aquarius
3721726,male,25,Leo
3909326,female,14,Pisces
4113083,male,45,Pisces
3973905,female,16,Libra
2181784,female,23,Aquarius
3328168,male,36,Leo
3703211,male,24,Cancer
172224,male,38,Scorpio
3734364,female,17,Capricorn
3599127,male,17,Cancer
3298664,female,13,Aries
3403175,male,25,Libra
3401906,female,26,Leo
3076931,female,17,Leo
2597433,female,15,Pisces
3864205,female,17,Pisces
3538575,male,16,Scorpio
3994685,male,16,Taurus
3808481,male,23,Leo
2678786,male,17,Virgo
2841190,female,27,Capricorn
3208138,male,13,Pisces
4193340,female,16,Cancer
3745911,male,26,Pisces
2757248,female,15,Gemini
3483338,female,39,Leo
3622905,male,16,Capricorn
2607577,female,27,Aquarius
4175734,female,26,Scorpio
4217210,female,42,Libra
3578902,male,27,Libra
3313968,male,16,Cancer
4074662,female,16,Cancer
4079443,female,16,Pisces
4266587,male,17,Cancer
1445734,male,26,Leo
3838040,male,17,Cancer
4300069,male,15,Aries
3940085,female,41,Taurus
2461562,female,14,Taurus
3544718,male,17,Taurus
3806515,male,47,Cancer
619960,male,37,Libra
3455437,female,16,Cancer
3131268,male,42,Aquarius
1732720,female,34,Gemini
4256165,female,17,Pisces
3733980,female,16,Taurus
3700842,male,25,Libra
3645176,male,35,Aries
4284264,male,27,Gemini
3979562,male,25,Libra
2726416,male,40,Capricorn
4170691,male,14,Leo
4252081,male,26,Libra
3964162,female,41,Scorpio
1950549,male,35,Leo
3690855,male,25,Leo
4023359,female,16,Capricorn
3998459,female,23,Cancer
4301541,female,17,Virgo
3999292,male,15,Scorpio
4047235,female,24,Sagittarius
3455118,female,17,Taurus
3583460,male,25,Capricorn
3708547,female,13,Gemini
3783112,female,38,Virgo
3911034,male,26,Leo
3297995,male,48,Aquarius
3555496,male,16,Capricorn
3355495,female,14,Sagittarius
2728786,male,26,Aries
1805340,male,24,Gemini
3140516,female,34,Gemini
4149760,female,25,Capricorn
3337170,female,14,Virgo
3670725,female,27,Aquarius
3617170,male,15,Scorpio
4194081,female,23,Scorpio
3309253,male,23,Pisces
3554465,male,16,Cancer
3784920,male,23,Capricorn
3690882,female,25,Cancer
3403955,female,26,Taurus
1075230,male,17,Cancer
2609124,female,36,Leo
4141328,female,24,Cancer
4273458,male,27,Aries
4303288,female,23,Cancer
3624412,male,16,Virgo
3960485,female,16,Libra
3874767,female,16,Gemini
4073763,male,46,Cancer
3503338,female,23,Cancer
3698429,male,44,Cancer
4127797,male,25,Libra
2998819,female,26,Aquarius
3399716,male,26,Libra
4204379,male,38,Cancer
1479989,female,25,Sagittarius
3600302,male,16,Pisces
3918693,female,24,Scorpio
3949103,female,36,Sagittarius
4291782,male,26,Aquarius
4057633,male,17,Leo
155710,male,23,Cancer
4238640,male,27,Virgo
4188636,male,24,Taurus
3423052,female,34,Gemini
3819227,female,23,Virgo
1532204,male,23,Scorpio
4001964,male,23,Libra
3892754,female,35,Cancer
3581115,female,24,Pisces
4065032,female,34,Taurus
3345280,male,14,Aries
4143103,female,36,Cancer
1860767,male,15,Aquarius
3443144,male,13,Scorpio
3936940,female,24,Scorpio
3531528,female,27,Aquarius
3787004,male,16,Sagittarius
3740797,female,27,Sagittarius
3908748,female,16,Aquarius
4286839,male,27,Gemini
1677923,female,15,Virgo
3700084,female,25,Sagittarius
2835154,male,25,Libra
4160359,male,23,Cancer
3917960,male,23,Gemini
3543528,male,15,Virgo
3515827,male,24,Pisces
3162067,female,24,Cancer
889952,male,17,Gemini
2041376,male,46,Virgo
3906670,male,24,Gemini
4260207,female,27,Virgo
3618816,female,15,Libra
3422649,male,23,Aries
4243019,female,15,Aquarius
3441235,female,23,Aquarius
3560835,male,35,Sagittarius
2213513,female,16,Pisces
3122872,male,15,Libra
3370751,male,15,Taurus
2155463,male,23,Sagittarius
3997099,male,26,Virgo
3760239,male,16,Scorpio
1879309,male,15,Capricorn
3573550,female,13,Scorpio
3456110,female,25,Scorpio
3564515,male,37,Cancer
3821081,male,14,Aries
3696899,female,23,Sagittarius
3814347,female,35,Scorpio
3964886,male,45,Taurus
3961216,male,36,Cancer
4313424,male,16,Aries
3954102,male,17,Gemini
3878947,male,24,Aries
3898189,male,17,Taurus
3445273,male,24,Virgo
4192397,female,34,Virgo
3484206,male,17,Pisces
3912562,male,15,Cancer
3582331,female,23,Pisces
4333855,male,14,Libra
3651769,male,23,Libra
3428412,male,16,Sagittarius
3935727,female,24,Pisces
2466464,female,23,Gemini
3335455,female,17,Capricorn
3758228,female,26,Aquarius
2862007,female,23,Capricorn
3553575,male,17,Scorpio
305244,male,23,Aquarius
1136785,male,17,Pisces
3733215,female,16,Aquarius
3924105,male,24,Cancer
3291265,female,24,Leo
3620032,female,27,Aries
4281423,female,33,Virgo
4098582,female,24,Sagittarius
3413177,female,37,Gemini
3370571,female,24,Aquarius
2425281,male,14,Capricorn
3667549,male,16,Gemini
3568685,male,16,Cancer
3607330,male,39,Leo
3426344,female,16,Scorpio
2837869,male,27,Cancer
3919111,male,23,Scorpio
3737126,male,14,Capricorn
3500785,female,38,Cancer
3198245,female,25,Libra
3697789,male,14,Scorpio
4267095,female,24,Leo
3540683,male,16,Pisces
3136038,female,24,Virgo
4033293,male,24,Libra
4315843,male,17,Capricorn
3626646,male,13,Capricorn
3400458,male,15,Scorpio
3314533,male,25,Pisces
3926372,male,26,Libra
4117639,female,15,Sagittarius
3490345,male,17,Virgo
3152866,male,24,Libra
3549685,male,25,Taurus
4112011,male,17,Scorpio
2680652,female,25,Aries
3732563,male,17,Scorpio
2467122,female,23,Taurus
3899256,female,14,Aquarius
3372898,female,24,Aries
2922716,female,15,Virgo
3698513,female,16,Virgo
4055839,male,17,Leo
3873782,female,41,Capricorn
4099653,female,35,Virgo
4323608,female,16,Aries
3611295,male,27,Taurus
4140463,male,15,Libra
4259704,female,26,Cancer
3406654,male,44,Virgo
3750451,male,35,Capricorn
3831004,female,48,Libra
3658729,male,26,Leo
4124619,female,25,Virgo
3972918,male,24,Virgo
300307,male,36,Cancer
4287218,female,26,Gemini
4218369,male,25,Virgo
3861165,male,27,Leo
4007322,female,14,Aquarius
105748,female,26,Scorpio
3598983,male,37,Taurus
3659963,female,16,Capricorn
3866928,female,25,Libra
4066076,male,27,Aries
4021133,female,17,Libra
3635006,male,16,Taurus
3961235,female,39,Taurus
3481376,male,34,Aries
3831540,male,15,Taurus
3628466,female,13,Sagittarius
3508745,male,27,Leo
880440,female,33,Scorpio
2526090,male,35,Gemini
3946951,female,17,Virgo
1634038,female,23,Gemini
2494382,male,16,Leo
4127417,female,23,Leo
4006234,male,25,Libra
3416968,male,25,Leo
4204053,male,23,Pisces
3048449,male,23,Cancer
3389118,female,23,Capricorn
3650522,male,24,Aries
3169714,female,16,Libra
987614,female,16,Gemini
4100509,male,16,Pisces
3438860,female,35,Gemini
3999894,female,27,Aries
4285648,female,17,Capricorn
1021779,female,25,Scorpio
2210771,male,23,Aquarius
2866449,male,15,Pisces
644059,female,25,Scorpio
4110093,male,24,Capricorn
828778,male,23,Sagittarius
4123990,female,17,Capricorn
3559906,male,25,Virgo
1477224,male,24,Leo
3745268,male,24,Pisces
3722787,female,13,Libra
3651584,female,14,Leo
3498681,female,33,Pisces
449628,male,34,Aries
1493787,male,27,Gemini
3992509,female,23,Aries
3903433,female,39,Sagittarius
4226163,female,14,Cancer
3206554,male,27,Aries
3918509,male,23,Virgo
3875151,male,27,Cancer
3881934,female,15,Libra
3847931,male,48,Pisces
2956813,female,23,Aquarius
3709260,female,13,Capricorn
1058543,female,24,Sagittarius
3295569,female,14,Cancer
3374758,male,23,Virgo
3487670,female,13,Sagittarius
3973418,female,15,Libra
3542091,male,27,Virgo
3368076,female,24,Libra
4231260,male,24,Gemini
3314502,female,33,Libra
3711880,male,16,Aries
3835541,female,23,Aries
4319987,female,15,Aquarius
4108148,male,25,Cancer
4311913,female,17,Scorpio
3815903,female,25,Virgo
3693760,male,24,Capricorn
2155904,male,17,Virgo
4121589,male,17,Cancer
4028014,male,15,Virgo
3770708,female,24,Sagittarius
3898195,male,23,Leo
4118185,female,16,Aquarius
3515086,male,25,Cancer
46465,male,25,Virgo
1791742,male,26,Aries
4181979,male,16,Scorpio
3901881,female,15,Cancer
3793068,male,23,Cancer
3891741,male,25,Pisces
3879598,male,16,Virgo
3706179,male,35,Sagittarius
3360218,male,27,Capricorn
3551336,female,44,Taurus
3536476,female,39,Cancer
3653998,male,33,Capricorn
4303828,female,44,Virgo
3879492,male,14,Cancer
3579910,female,45,Aries
3053838,male,24,Leo
529513,male,33,Taurus
3389502,female,25,Aquarius
3324640,male,24,Libra
2790498,female,23,Aries
2989255,female,24,Cancer
2885144,male,17,Scorpio
3753210,male,36,Gemini
3667326,female,25,Sagittarius
3794665,female,14,Libra
3308717,male,25,Sagittarius
4311455,female,23,Aquarius
3888314,female,16,Scorpio
3411097,female,17,Leo
3617731,male,23,Pisces
3507667,male,36,Cancer
3453029,female,16,Gemini
3382789,female,15,Leo
3367290,female,16,Taurus
3896795,male,24,Aquarius
3741518,male,25,Capricorn
3874100,male,15,Leo
4026851,male,24,Aquarius
3764012,male,16,Gemini
3961468,male,24,Virgo
3951642,male,17,Taurus
3636278,female,23,Pisces
2748711,female,17,Capricorn
4290848,female,24,Pisces
4270024,male,14,Leo
3321537,female,23,Leo
3206585,female,25,Leo
3743674,female,34,Sagittarius
3680566,female,16,Cancer
3394208,male,17,Capricorn
3558648,male,34,Sagittarius
3939835,female,17,Cancer
3320571,female,16,Pisces
3455583,female,23,Taurus
3665976,female,25,Taurus
3208819,male,23,Aries
4074511,male,26,Cancer
3414947,female,39,Gemini
4129254,male,15,Virgo
3434436,female,15,Sagittarius
3819476,male,16,Pisces
4129182,male,43,Libra
3465834,female,25,Gemini
3647423,male,24,Scorpio
3726883,male,26,Taurus
3515206,male,13,Aquarius
3532939,male,24,Aquarius
3344313,male,46,Leo
3576265,male,26,Aquarius
4142456,male,15,Capricorn
3743818,female,16,Cancer
3906756,female,15,Taurus
3471123,male,23,Leo
4332271,male,23,Capricorn
3329979,male,26,Leo
4251038,male,23,Aquarius
1420041,male,17,Cancer
3392509,female,14,Sagittarius
3838863,male,17,Gemini
3606815,male,25,Leo
3942353,female,23,Gemini
3446170,male,27,Cancer
3537205,female,43,Cancer
2225528,male,17,Virgo
3655211,female,17,Gemini
3888192,male,16,Virgo
3368285,male,27,Leo
3955681,female,27,Gemini
3681834,male,26,Cancer
3967139,female,26,Gemini
3749593,female,23,Scorpio
4066513,male,16,Cancer
3857965,female,27,Libra
3514307,female,14,Sagittarius
250500,male,44,Virgo
3706066,male,13,Sagittarius
28417,female,24,Capricorn
4070391,female,27,Aquarius
3754470,male,26,Pisces
3647626,male,16,Taurus
171591,male,36,Capricorn
4320754,female,23,Aries
1309251,male,23,Libra
4216216,female,39,Leo
4228363,female,13,Scorpio
3805444,male,15,Leo
4035637,male,16,Scorpio
3975379,male,27,Capricorn
4320585,male,15,Taurus
2880960,male,34,Pisces
1879288,male,15,Aquarius
4248010,female,13,Aries
3690113,female,14,Virgo
3344656,female,27,Gemini
3961069,male,16,Virgo
1506385,female,27,Gemini
3914688,male,17,Pisces
4326228,male,17,Cancer
4170491,female,14,Cancer
4127701,female,27,Leo
1238388,male,17,Cancer
3367633,male,27,Taurus
3809990,male,38,Virgo
3363713,female,27,Gemini
4075024,female,13,Pisces
3438326,male,14,Sagittarius
3583230,female,14,Leo
3711997,female,25,Sagittarius
3822484,female,24,Sagittarius
3642490,male,25,Sagittarius
3695621,male,23,Leo
3363835,female,36,Scorpio
4037430,female,16,Virgo
3519711,female,23,Aquarius
4038842,male,26,Libra
1653895,female,13,Sagittarius
3340941,male,24,Cancer
3287839,female,23,Cancer
2931298,female,25,Gemini
1880181,male,25,Gemini
3858115,male,27,Virgo
1088782,male,27,Aquarius
2730505,male,24,Cancer
3969609,female,24,Scorpio
3153571,male,25,Taurus
4242778,male,27,Aries
2691814,female,14,Leo
4169136,male,24,Sagittarius
3603286,male,26,Aries
3419884,female,24,Taurus
1284681,male,25,Gemini
3831741,female,24,Libra
3096879,male,23,Scorpio
3579990,female,15,Capricorn
4138869,male,17,Cancer
3875544,male,43,Cancer
4227542,female,15,Gemini
4300702,male,15,Aquarius
1598918,male,27,Aries
3988367,male,16,Virgo
3658789,female,13,Virgo
3350549,male,16,Sagittarius
3547279,female,27,Cancer
2869197,male,17,Aries
3767000,female,15,Libra
3672609,female,17,Taurus
3964940,male,27,Taurus
3984248,male,25,Capricorn
4170896,female,13,Cancer
1902121,female,27,Taurus
1237310,male,38,Taurus
3614838,male,17,Scorpio
4110529,male,16,Sagittarius
3155093,male,23,Aquarius
2932214,male,17,Gemini
3913126,male,26,Taurus
1325536,female,16,Virgo
3595537,female,26,Virgo
3567783,male,14,Aquarius
3383372,male,14,Gemini
3339874,male,44,Scorpio
1525801,male,23,Aries
1769548,female,15,Aquarius
3471722,female,14,Capricorn
3971562,female,16,Virgo
1281160,male,24,Sagittarius
3452037,female,25,Capricorn
143781,female,25,Aries
3540536,female,14,Aries
786044,male,23,Scorpio
4119595,male,26,Aries
3615514,male,16,Aquarius
3489768,female,13,Aries
3592729,female,45,Taurus
3451090,male,23,Capricorn
2363571,female,16,Libra
3621961,female,27,Pisces
4075390,female,24,Pisces
3951956,male,23,Gemini
2610312,male,34,Gemini
3850034,female,25,Libra
3879600,male,41,Aries
3816363,male,45,Gemini
3730684,male,24,Pisces
4161264,male,14,Aries
3924083,male,16,Aquarius
3754615,female,17,Aries
3420353,male,36,Sagittarius
941330,male,17,Taurus
3610555,male,25,Scorpio
4157894,female,15,Gemini
3724410,male,25,Scorpio
3882223,male,16,Pisces
4054495,male,14,Taurus
4061475,female,16,Leo
3550869,male,25,Virgo
4288268,male,15,Aquarius
3763518,male,14,Pisces
4104406,male,17,Taurus
3841110,female,14,Aries
2007589,male,24,Gemini
3990174,male,16,Pisces
3480808,male,48,Aquarius
3599758,male,24,Aries
3372202,female,14,Aries
3401594,male,24,Leo
3612218,female,15,Sagittarius
3624618,female,26,Aquarius
3786652,male,33,Virgo
3540576,male,24,Libra
4247607,female,17,Scorpio
3784179,male,26,Aquarius
3463779,male,17,Taurus
3186819,male,15,Aries
3297917,male,24,Virgo
3958232,male,27,Scorpio
3432220,male,25,Leo
4095577,female,16,Aries
3885984,female,16,Aries
3138216,female,38,Libra
3510223,male,25,Aquarius
3209115,female,23,Gemini
3798990,female,16,Pisces
1199948,male,16,Libra
3666495,male,16,Cancer
4031840,female,15,Cancer
3895051,female,16,Pisces
3979155,male,15,Capricorn
4123884,male,14,Leo
3387088,male,17,Capricorn
3875685,female,23,Cancer
4059932,female,23,Taurus
4219395,female,23,Virgo
3742186,female,24,Leo
3706899,female,25,Aries
3644324,male,34,Aquarius
3412985,female,14,Leo
4228592,male,16,Virgo
3865860,male,16,Capricorn
4225157,female,16,Taurus
307112,female,24,Virgo
4016152,female,23,Pisces
3293359,female,34,Aquarius
3410511,male,33,Capricorn
3407275,female,23,Libra
3693421,male,25,Aquarius
3726464,male,17,Libra
4175030,female,26,Scorpio
4145423,male,15,Libra
3898743,male,27,Capricorn
3466153,female,35,Aries
3417394,male,15,Gemini
3317741,female,16,Virgo
3819564,male,23,Sagittarius
3344172,male,35,Leo
3558937,female,23,Cancer
3731443,female,16,Pisces
3525639,female,24,Scorpio
4178363,female,14,Leo
3560875,female,37,Aries
3800270,female,17,Gemini
3979277,male,23,Virgo
3825596,female,24,Scorpio
3845350,male,14,Capricorn
3837562,female,23,Virgo
2250076,male,24,Leo
3580624,male,37,Virgo
2537946,male,24,Sagittarius
3368521,female,15,Gemini
3068941,male,16,Leo
3353527,male,14,Gemini
4285625,male,16,Pisces
3873250,male,24,Virgo
3850390,female,26,Pisces
3362084,female,23,Aries
